feature,mi_score
f190486d6,0.12186731232226622
9fd594eec,0.11479804056035281
58e056e12,0.11333814191466685
491b9ee45,0.10952992373491721
190db8488,0.10934261847161908
f74e8f13d,0.1042964773394548
6619d81fc,0.10424753113050977
fb49e4212,0.10326608043747587
2ec5b290f,0.09609606280459637
e176a204a,0.09574824890453248
eeb9cd3aa,0.09361125750877619
241f0f867,0.09354053983994737
58e2e02e6,0.0935304133167083
0572565c2,0.09349721143805434
0ff32eb98,0.09268501522300099
d6bb78916,0.09174247516419776
024c577b9,0.09169991764777352
62e59a501,0.09010424920513227
1702b5bf0,0.09001456038359779
b43a7cfd5,0.08989581179839057
adb64ff71,0.08839449819356249
703885424,0.08800721216313656
91f701ba2,0.08760332385377101
26fc93eb7,0.08705849647102326
66ace2992,0.08695720096891435
15ace8c9f,0.08694987629463125
5c6487af1,0.08569976399456847
58232a6fb,0.08546513317543125
9306da53f,0.08520067918569629
c5a231d81,0.08220040231633696
963a49cdc,0.08217951964477388
c47340d97,0.08091710740940483
70feb1494,0.08090444141024822
23310aa6f,0.0808811640004019
6eef030c1,0.08068288902068232
277ef93fc,0.07553247636995164
1931ccfdd,0.075396928795469
fc99f9426,0.07403337288269674
ca2b906e8,0.07301712211046762
a09a238d0,0.07215096480180216
c8d582dd2,0.07123423094490411
b30e932ba,0.07003767244996251
324921c7b,0.0700283442816092
36a9a8479,0.06817148122208638
20aa07010,0.06798743710024802
02861e414,0.0674226491662735
350473311,0.06723717060561096
861076e21,0.06705815327398046
f97d9431e,0.06703446364315413
fb0f5dbfe,0.06694866676605793
1db387535,0.06654713206191909
13bdd610a,0.06453638163256814
850027e38,0.06350329525261755
83635fb67,0.062715515403448
935ca66a9,0.06193671657871258
e79e5f72c,0.06192289133927509
11e12dbe8,0.06154405940598684
c928b4b74,0.06084881895754801
bd6da0cca,0.06030642813472875
166008929,0.05991864558175397
e7c0cfd0f,0.05968443091687492
6c5c8869c,0.05944208800180362
9a07d7b1f,0.05833155699419579
1857fbccf,0.05809378029669454
a93118262,0.057069194299237846
95742c2bf,0.056978012432337355
06393096a,0.056517839648343005
1e6306c7c,0.055844320494202515
d83a2b684,0.055591943549652356
0c9462c08,0.05516118076007248
87ffda550,0.055006522189374074
32174174c,0.05484842523401312
27461b158,0.05471485585144964
d7d314edc,0.054663596849123364
74d7f2dc3,0.05449877477736753
c10f31664,0.054457775776438844
4d2671746,0.05440223370380459
be2e15279,0.05372341684657855
041c5d0c9,0.053466636588048955
6fa35fbba,0.05343079662612693
4bcf15776,0.05325692021633377
1c71183bb,0.05280814514156584
6d2ece683,0.05276126132488135
77deffdf0,0.05257037934268327
62fb56487,0.05250608867353712
3c8a3ced0,0.05245846634323614
8f57141ec,0.052203333899265125
8e4d0fe45,0.05204180779076051
e78e3031b,0.05197329582875354
b6c0969a2,0.0515752055077634
1fe5d56b9,0.05107575203057446
d48c08bda,0.050776138936108994
57dd44c29,0.050680707263323965
1fd0a1f2a,0.05063109041871927
ea772e115,0.05058534553769256
092271eb3,0.050543982268022036
6c0e0801a,0.04979971199480859
db3839ab0,0.04960831937153132
c0d2348b7,0.04909865578270356
822e49b95,0.048869306214689656
d5fa73ead,0.04870839102319646
5831f4c76,0.04819495912438665
9c42bff81,0.04794156756098089
5bc7ab64f,0.047818710196465775
8bd53906a,0.047433551494660664
f02ecb19c,0.04683970597411857
a61aa00b0,0.04682559716397394
ce3d7595b,0.046716173134462746
2e103d632,0.04584351618528815
251d1aa17,0.04560567244966096
0d51722ca,0.045169814628663874
3a48a2cd2,0.04514975448291736
d4c1de0e2,0.04484179548800249
bf042d928,0.04468379823266755
341daa7d1,0.044509266565248895
f14b57b8f,0.04447659957531935
96b6bd42b,0.044434913692526834
f3cf9341c,0.04426956000391247
a6b6bc34a,0.04403809589555552
b6daeae32,0.043961515122576955
dfd179071,0.04378893477956991
bdf773176,0.043759679166731624
9d5c7cb94,0.043583658945945514
30b3daec2,0.043525265143412595
44d5b820f,0.043514759403668
c8fdf5cbf,0.042879188306388594
e078302ef,0.04287848041835729
aac52d8d9,0.04281799055349689
c7525612c,0.042611535219082564
b4cfe861f,0.04257557646986343
4da206d28,0.04246601043348641
68a945b18,0.04223573456272112
122c135ed,0.042108534644691886
d47c58fe2,0.041930862851185635
7623d805a,0.04192793213378043
f9847e9fe,0.041794678069957625
1d04efde3,0.041743177407109755
51d4053c7,0.04155543112998217
174edf08a,0.041549850962255386
540cc3cd1,0.04147565740877002
c270cb02b,0.041215179933072665
e4159c59e,0.0411953159622771
bb0ce54e9,0.04102820945773766
b2e82c050,0.04091424491590723
f296082ec,0.040882913277682675
c4972742d,0.04064076916322712
9de83dc23,0.040530831421754954
f16a196c6,0.04020100089504619
88d29cfaf,0.040164803694356266
d7875bb6c,0.03998157262314961
a3ef69ad5,0.039787914319140416
cbb673163,0.03976611102742167
5324862e4,0.03955347172859591
e8d9394a0,0.039534269174793524
0e1f6696a,0.039519874614539985
5f341a818,0.03951707538798788
a8110109e,0.039505474735002766
2b2b5187e,0.03948681718970559
a8dd5cea5,0.03933901885450908
cbbc9c431,0.0393204601245154
ad009c8b9,0.03922145522460729
c00611668,0.03911542652376143
13ee58af1,0.03906445192595531
0c8063d63,0.038604945408923674
b7c931383,0.038600546901520705
66146c12d,0.038564409215747775
53a550111,0.03833295548896132
6b119d8ce,0.03812844170820129
a1db86e3b,0.03811958893407019
7a7da3079,0.03800256327996676
1401de8c2,0.03776086675402612
93ca30057,0.037731112240910525
a67d02050,0.037548239938563155
266525925,0.037518509236243336
cd24eae8a,0.037411978812017965
2570e2ba9,0.03740950589894054
197cb48af,0.037334408437499356
72d34a148,0.0370957081941925
26ab20ff9,0.0370537107168496
6786ea46d,0.03697139842169528
ad207f7bb,0.036777158227277784
ea01904df,0.036755530889800436
63c094ba4,0.036522809962166836
d79736965,0.03637327425997916
9f7b782ac,0.03636939766726277
0d5215715,0.03632998636949436
de4e75360,0.03628956618618262
939cc02f5,0.03628134007720418
7e814a30d,0.036229181797398535
5a1589f1a,0.03618875239964803
f6eba969e,0.035970547241246376
7b672b310,0.0359052564102591
415094079,0.03580635920950703
feeb05b3f,0.03576561660995958
41bc25fef,0.035704594394729616
bc70cbc26,0.03564651492431414
f1851d155,0.035538860778795645
23db7d793,0.03551443231109852
f514fdb2e,0.03540010867316501
f8cd9ae02,0.035039595213345986
b98f3e0d7,0.03487334089432448
64e483341,0.03476349974190196
580f5ff06,0.034722957252763864
097c7841e,0.03465145440851103
555f18bd3,0.03459063917618144
aeff360c7,0.03428697856605245
2c136905e,0.034121975302963126
cfc1ce276,0.03408298011040434
fb5a3097e,0.03381843660177153
47cd6e6e4,0.033815705568042365
a60027bb4,0.033617592865210044
29ab304b9,0.03350112964844931
4824c1e90,0.033354321657854014
84d9d1228,0.033074443725285674
8c0a1fa32,0.03306684266279025
73687e512,0.032891642298559676
018ab6a80,0.03285892259035972
0d1af7370,0.03267813721308199
698d05d29,0.032654251136447154
fb387ea33,0.03262117777126905
5a798adc1,0.032571224216746186
0df1d7b9a,0.03245953996091422
0dc4d6c7d,0.032302710941062296
dcc269cfe,0.032096348958387644
a19b05919,0.032092005755455455
c976a87ad,0.03200975547205909
8f3740670,0.03200534288894463
e222309b0,0.031948302551691565
ced6a7e91,0.03192950608588574
1bf8c2597,0.03186962801736182
3a62b36bd,0.031827155761610104
1351bf96e,0.031701155224185484
2a3c59733,0.03159894763965121
5547d6e11,0.031492265103095995
d4cc42c3d,0.0314471615311247
621833d9b,0.031358748774977574
85ef8a837,0.03131040933021234
bb1113dbb,0.03106823835009176
9df4daa99,0.0310432630902715
45f6d00da,0.03097423669408106
070f95c99,0.030868135971887645
371da7669,0.030842410527097464
a5c62af4a,0.030796405359489354
a00adf70e,0.030717983417316352
2b2a10857,0.030648450426142615
2eeadde2b,0.030573600579700377
ac30af84a,0.030539741904608286
18c35d2ea,0.030509458740418216
11114a47a,0.030366287291790472
f58fb412c,0.03031377542540792
d6470c4ce,0.03009330451069192
e1d0e11b5,0.030073258829441007
0a953f97e,0.030042901529397703
6b795a2bc,0.030018898916747805
cfe749e26,0.029969783439312225
191e21b5f,0.02996950855886893
699712087,0.02993839480996119
3f4a39818,0.02991742818661791
342e7eb03,0.029886106125488032
dc10234ae,0.029836352204353656
acc4a8e68,0.029799359486125443
8337d1adc,0.029692936284988036
06148867b,0.02968123892917718
b9ba17eb6,0.029666111389236693
8675bec0b,0.02959611480761004
54723be01,0.02959085777899162
a396ceeb9,0.029528711630092408
5dca793da,0.029512846654059066
5d3b81ef8,0.029087673072440534
5291be544,0.028868152261557256
64cabb6e7,0.028842095653874633
1e8801477,0.02881097507902064
2fc60d4d9,0.028669689415505184
ba4ceabc5,0.028635353441722966
400e9303d,0.028631570385029503
5b943716b,0.028555504716941682
29c059dd2,0.028531791504410098
2b54cddfd,0.028463843727373428
7e78d546b,0.028417833908278123
429687d5a,0.028199890258300053
8a088af55,0.028047776602380337
c380056bb,0.02773112925458121
472cd130b,0.02767021218909349
7ab926448,0.02737038820690474
50e4f96cf,0.027346559248759394
5ac278422,0.02716321539447919
bf59c51c3,0.027121348453619465
469630e5c,0.027055862128275265
ad4e33a4c,0.026999454426249958
26cc05472,0.026970915013841523
f977e99dc,0.026962704812642846
5fe6867a4,0.026885235298008014
f39074b55,0.02683091794566206
a39758dae,0.02680859321751239
58ed8fb53,0.02678787151120221
ef30f6be5,0.026772005079406913
b452ba57e,0.026740196751831036
cef9ab060,0.026709278879604614
83c3779bf,0.026694503481027976
939f628a7,0.026693695563718034
c1b9f4e76,0.026679115929474362
543c24e33,0.026667412226248244
b88e5de84,0.026529246609505952
46c525541,0.026511066555153784
6f88afe65,0.02636000181027498
8781e4b91,0.026342346553256846
44cb9b7c4,0.026279881283604034
7af000ac2,0.02626645869184041
82e01a220,0.026218829183018766
3c4df440f,0.026142197683539647
edc84139a,0.026138871746123726
794e93ca6,0.026136649512235266
716e7d74d,0.026030567728577925
74d7998d4,0.025955738408783846
7acae7ae9,0.025870649429290626
64534cc93,0.02586853948094836
4ead853dc,0.025844499397687182
38e6f8d32,0.025838142986648105
b46191036,0.025835173812436052
16bf5a9a2,0.025822296594192995
3dd64f4c4,0.025798063661989
12122f265,0.025757839880104383
236cc1ff5,0.025689490306339824
4b9540ab3,0.02566427258647863
692c44993,0.025661686495441094
a6e871369,0.025650792101964637
375c6080e,0.025553651668585697
525635722,0.025370359900004358
22c7b00ef,0.025340383580875425
b8a716ebf,0.025248544956147922
d7447b2c5,0.02519005576941802
a75d400b8,0.02514813585428799
9280f3d04,0.025124894559712896
6c3d38537,0.025106889826263412
796c218e8,0.025045913159713606
ff2c9aa8f,0.02502438945848784
230a025ca,0.024996816283205936
578eda8e0,0.024955653830324387
aca228668,0.02488256302405678
b85fa8b27,0.024795623214511453
ec4dc7883,0.024778399749655566
fb5f5836e,0.024763947492967064
0fb0d19af,0.0247160345682238
20604ed8f,0.024656674305169046
39b3c553a,0.02453510603086806
8618bc1fd,0.02452435039447942
0b1741a7f,0.0245094620137718
a4511cb0b,0.02448074041040793
6cf7866c1,0.02440722094047887
4fe8b17c2,0.024357410806560065
26417dec4,0.02433032062019369
b8f892930,0.02430923125882911
e16a20511,0.02422986447832587
4b6dfc880,0.024120914136464
08e89cc54,0.024100840331147122
04b88be38,0.02409547952401203
3e1100230,0.024064358571917133
402b0d650,0.02393283050485162
88ef1d9a8,0.023856310990180818
1110cf9ea,0.023848396726156462
76bfb8732,0.02382657123979448
e613715cc,0.023709866159413506
ea4887e6b,0.02360510076089617
2e3c96323,0.023407394787197333
19915a6d3,0.023390560632771118
22501b58e,0.023271508237379335
d1e0f571b,0.023124554980924028
ac0e2ebd0,0.0231009642579989
cac875244,0.023053388960612375
4de164057,0.023038133020145457
3d350431d,0.02299385419589739
1184df5c2,0.022908198669611357
05f11f48f,0.022841294241223054
87a2d8324,0.0227695127240628
57535b55a,0.02269871873404794
1f8a823f2,0.02258571549771249
81ec47b4c,0.022468524663891154
ed8951a75,0.022461255129134772
4e5da0e96,0.02242815991645153
1d81e197a,0.02235992500818562
f0317ca4f,0.022336604090831935
b719c867c,0.022296718892429235
7121c40ee,0.02228352103818354
3ce93a21b,0.022225083437758864
2ce77a58f,0.022112520285375137
fec5eaf1a,0.022098025866998494
d251ee3b4,0.02206319848006255
b6d206324,0.022013065502215268
134ac90df,0.02197288087747684
4fa02e1a8,0.021965063711255395
b599b0064,0.021963602010207195
aa31dd768,0.021937518530644073
fbaed5913,0.021928368638291396
d428161d9,0.02188889365281721
59cafde1f,0.02187690634431516
fd9968f0d,0.02183906176483963
2288333b4,0.02179952022982934
64c6eb1cb,0.021796495712322228
34a2f580b,0.0216859545417476
961b91fe7,0.02159176020357223
a3382e205,0.021571510414606143
22ed6dba3,0.0215673628569375
a0a8005ca,0.021382076506105685
6df033973,0.02136918675646937
f81c2f1dd,0.02134177498388934
9e39c29d0,0.021337422684060137
1dd7bca9f,0.02123632159215627
4a8917f77,0.02122175113878577
1977eaf08,0.02121437158024464
51707c671,0.021135267489902354
aa164b93b,0.02107634790664159
cde3e280a,0.021028183858042615
1189ee335,0.021026149879709077
3d6d38290,0.02098216482449855
6bd9d9ae3,0.02096476733626851
1beb0ce65,0.020956952834584097
762cbd0ab,0.020911715353664206
4c095683e,0.0208706011833093
b9f75e4aa,0.0208429436999642
1c486f8dd,0.020710363676556875
64e38e7a2,0.020684892283301615
c671db79e,0.0204940678979888
de14e7687,0.02044760908325305
aecaa2bc9,0.02040387728160664
e43343256,0.020335554418468238
1f6b2bafa,0.020328038250627678
6192f193d,0.02031031457413124
949ed0965,0.020099097042606262
9aa27017e,0.01999245304860442
94ecf4c83,0.01996811435753343
b625fe55a,0.019952302609019146
578b81a77,0.019908969958578826
8479174c2,0.019884396086186307
0a26a3cfe,0.019851319067874407
a3fc511cd,0.019791313428322965
a78f85d49,0.019782963052220603
87ba924b1,0.019749589106549337
9abffd22c,0.01974709692457899
d5754aa08,0.019714911323421624
61c1b7eb6,0.019615701673238783
9b490abb3,0.01956250055379183
dbc0c19ec,0.019475088925007933
e6c050854,0.019475072865718035
93521d470,0.01946314928815407
a8b721722,0.01944820340031206
faf024fa9,0.01942300806064834
3de2a9e0d,0.019411458490380173
66891582e,0.01938844791637373
cf488d633,0.019365195102220456
12a00890f,0.019262481074661553
2f26d70f4,0.01913569307984564
cdbe394fb,0.019111552998028802
71ac2b961,0.018993369475122757
df838756c,0.018964570018759508
6488c8200,0.018938975416959325
ff65215db,0.018913118549304997
467bee277,0.01889253257366752
c2dae3a5a,0.018890819653734514
2155f5e16,0.01876839612459147
60d9fc568,0.018735252171808714
22abeffb6,0.018727142073804215
89ca53693,0.0187015542024358
62c547c8e,0.01863012718854118
a8b6710d0,0.01857572984240896
fa11da6df,0.01851993459585244
304ebcdbc,0.018507134840675565
37aab1168,0.018460935177566418
0c4bf4863,0.018219614083158087
1904ce2ac,0.01819820851291265
a3da2277a,0.018187428090389535
3f8854df3,0.01814811401649319
a31ba11e6,0.01809704299376169
1eec37deb,0.018019437722432752
f9e3b03b7,0.018007210223712544
03055cc36,0.017997911488403906
2c1ed7d88,0.01799006806226444
24c41bd80,0.017928320391081387
acff85649,0.017900350305114054
588106548,0.017873655487510964
5fe3acd24,0.017850758622436125
6f951302c,0.017827557734585664
75b663d7d,0.01782149938162436
4681de4fd,0.017793572824120973
f82167572,0.017755219743469608
6a3b5a968,0.017676621844149087
2761e2b76,0.01752956769724312
8c61bede6,0.017453083162322747
f423cf205,0.017435238252439422
ce8ce671e,0.017402887940255685
ecb354edf,0.01734307743481933
fb06e8833,0.01733998376342849
8b710e161,0.017274838881315535
ca96df1db,0.01725083587918297
ba42e41fa,0.01721820462039214
f8b733d3f,0.017214631796271807
da52febdb,0.01717946044674301
34a4338bc,0.017016890289798692
7e3e026f8,0.01691304623368972
c30ff7f31,0.01689445382143062
009319104,0.016883547282082967
597d78667,0.016863685651073768
a3c187bb0,0.01680001455537594
f8405f8b9,0.01673812093835303
9fa38def3,0.016729387002062168
60307ab41,0.016709201702884702
a459b5f7d,0.016708271646540318
04dc93c58,0.016692332586351277
c4de134af,0.01668711537355283
db147ffca,0.016685730645181973
bf0e69e55,0.016613450447524825
b47be7e76,0.016575789020671472
d19110e37,0.016474688728801645
b0310a768,0.016468105015928547
f8ee2386d,0.016429275525367437
ed6c300c2,0.016415822950245573
ddea5dc65,0.01634420578081497
dd771cb8e,0.01628057350763945
e7e41bbde,0.016218282842551668
c4d657c5b,0.016185922168328704
324e49f36,0.01617441982902701
89e7dcacc,0.016171824736486817
64dd02e44,0.016069712930847357
c7775aabf,0.01601846843965915
3bdee45be,0.01590541557354941
202acf9bd,0.015882261979397905
3e0e55648,0.01586773218559534
547d3135b,0.015849924724691045
86cefbcc0,0.015806504978225222
f8ccfa064,0.015791390295854635
7de39a7eb,0.015683566584476116
733b3dc47,0.015649676718930472
0f7ae26ce,0.015602390398528732
8c8616b62,0.015592051040122623
8ab6f5695,0.015591599181782323
414b74eaa,0.015369006812846697
d26279f1a,0.015350216162548058
e637e8faf,0.015261765473963074
9015ac21d,0.015216573635051578
37c10d610,0.015116467387120913
2ad744c57,0.015032372551501583
1af4d24fa,0.015023716537717835
20442bac4,0.014996232141614385
b1bb8eac3,0.01493791901681285
186b87c05,0.014937636384335429
589a5c62a,0.014923764197967593
d6af4ee1a,0.014883037725478054
4fe8154c8,0.014843832363449216
9126049d8,0.014718478246931399
f3b4de254,0.014659859414387633
8e8736fc8,0.014632987047833002
5a88e3d89,0.014619878388479446
fc4a873e0,0.014573632751529564
b6fa5a5fd,0.014564056855995489
314396b31,0.014502995363153914
a9f61cf27,0.014423784462645362
951ef1246,0.014422491382496183
b64425521,0.014381977697047299
956d228b9,0.014301999598756776
da5c36eee,0.01428103140022019
5ef415428,0.014250904681118559
20305585c,0.014175736800736916
177993dc6,0.014093970914495157
8fe3c178c,0.014093509472837162
4416cd92c,0.014057790360437528
0afb0ddcc,0.013881569066077182
1d9078f84,0.013858140041643763
2599a7eb7,0.013854314758980912
55f4891bb,0.013826964905775174
5b318b659,0.013786482936699596
168c50797,0.013709393871964792
bee629024,0.013579457135934003
2a3763e18,0.013578434090987912
ba136ae3f,0.013555216793399216
99e779ee0,0.01346225415982083
ac7a97382,0.013453815332994612
caa9883f6,0.013298635078191845
19f721ba0,0.013210800240720744
6879db4be,0.013208149608182396
031490e77,0.013203162073167851
a355497ac,0.013194570990977095
d7f15a3ad,0.013141690494331337
1de4d7d62,0.013094319978564029
5ee81cb6e,0.013088356861939099
03c589fd7,0.01297842602139454
3a07a8939,0.01292189366504215
293e2698e,0.012910783117017655
a3fb07bfd,0.012899497928521964
735ea6729,0.01284486815574315
ac0493670,0.012611896628759611
17b81a716,0.012607830597795688
6af8b2246,0.012603062586307612
2191d0a24,0.012571287707809242
c25078fd7,0.01253317246596386
5c220a143,0.01250459232733836
a728310c8,0.012492773331930884
4a0e1a740,0.012475969441677393
482715cbd,0.01245932486564394
8d12d44e1,0.012451487813910367
4bf056f35,0.012428838694756417
c46028c0f,0.01242700918812023
9d4428628,0.01226902281597897
8a4c53d3e,0.012200928451903126
fbbd5f5ae,0.012045495285606611
bd8f989f1,0.012015412078170806
1fcba48d0,0.011998364397991956
2954498ae,0.011986119839977771
0f8d7b98e,0.011839807125853863
2cff4bf0c,0.011778664412065654
00f844fea,0.011773950578304992
9a3a1d59b,0.0117593727782479
1074273db,0.011685818062363351
7610d0f28,0.01168436907062742
2ef8b7f4f,0.011647609261319802
e157b2c72,0.011617639108845612
bfbc53791,0.011586936752198573
01005e5de,0.011495682606289748
5d8a2a27d,0.011445565264986524
d2ef684ed,0.0113958414693347
d53d64307,0.011383527181459518
50c7ea46a,0.011336004782573461
e7c0a50e8,0.011317504362219122
50a0d7f71,0.011267697025107548
9a5cd5171,0.011160347727608322
06be6c2bb,0.011138914555975932
b5c839236,0.011047690257452336
215c4d496,0.01100309659221943
6620268ab,0.010935549743233297
fd99c18b5,0.010823975549969722
f1c272f04,0.010720966796340159
3ecc09859,0.010595921600494274
d3fbad629,0.01049998528580609
ad1466df8,0.0103012749346294
99f466457,0.010297247280595778
05e427fe8,0.010296113871347545
c944a48b5,0.010234390709814356
2cb73ede7,0.010216802899068345
f171b61af,0.010203155277822118
435f27009,0.010172695428363632
e53805953,0.010119065038167507
82f715995,0.00992111893704073
8e1822aa3,0.009672971034934363
715fa74a4,0.009540079150575975
9e711a568,0.009413728352441142
22d7ad48d,0.009410262341843278
1c68ee044,0.00929633880976577
a36b95f78,0.009280656382637087
95aea9233,0.009258674031663361
dda820122,0.00910873936188561
cd8048913,0.008965476514128934
beb7f98fd,0.008831869234392276
7d287013b,0.008676380064194689
9cc5d1d8f,0.008633335371249773
b7d59d3b5,0.008630451688861562
5b8c88c94,0.008528683622648359
5ac7e84c4,0.008523615025648246
05c9b6799,0.008442868269829429
4ecc3f505,0.008421882946699322
1d0aaa90f,0.00840908496968229
ea5ed6ff7,0.00805878122022241
0b1560062,0.007544559671100792
a3e023f65,0.007456082075707027
b7d2baa45,0.00731249146831825
a1a0084e3,0.007279583192934425
337b3e53b,0.007213231753317562
1fa0f78d0,0.007052473487698441
003da5628,0.006898687257951286
482b04cba,0.006842943629936427
6c4f594e0,0.006774135674117776
88219c257,0.006764751084129772
64406f348,0.006737600344174144
4f45e06b3,0.0061306406145851255
c3f400e36,0.006085914450286056
ccd9fc164,0.005307118047932713
28f75e1a5,0.005253534659790615
89db78d8e,0.005232654616019072
0e0f8504b,0.004973997872245173
60b76e463,0.004883919998473152
2322dbbbb,0.0041580279861619385
896d1c52d,0.004039643689394357
a60974604,0.004026078059411908
01f7de15d,0.003990440472626311
2a879b4f7,0.003935183535043629
7b1ddbabf,0.003933497285754983
0564ff72c,0.0038042001392071256
a1cd7b681,0.003458063358712904
1477c751e,0.00199954803781055
7a12cc314,0.0011675337016032739
f0aa40974,0.0011590384479875926
